,author,statement,source,target
18953,Angie Drobnic,"['obama', 'admitted', 'cap', 'trade', 'plan', 'would', 'cause', 'electricity', 'bills', 'skyrocket']",Sarah Palin,true
18954,Robert Farley,"['says', 'she', 'take', 'stimulus', 'money', 'required', 'universal', 'building', 'codes']",Sarah Palin,false
18955,Louis Jacobson,"['stupak', 'amendment', 'say', ""can't"", 'use', 'federal', 'insurance', 'subsidy', 'pay', 'abortion', 'says', 'if', 'getting', 'federal', 'subsidy', 'kind', 'allowed', 'buy', 'insurance', 'plan', 'covers', 'abortion', 'even', 'money']",Rachel Maddow,barely-true
18956,Angie Drobnic,"['house', 'health', 'care', 'bill', 'government', 'penalize', 'citizens', 'if', 'we', 'choose', 'buy', 'plan', 'cost', 'minimum', '$', '15,000', 'per', 'family', 'per', 'year']",Sarah Palin,barely-true
18957,Catharine Richert,"['maj', 'nidal', 'hasan', 'man', 'accused', 'fort', 'hood', 'shootings', 'advisor', 'obama', 'administration']",Chain email,pants-fire
18958,Catharine Richert,"['public', 'option', 'funded', 'public', 'money', 'funded', 'private', 'insurance', 'premiums']",Diana DeGette,half-true
18959,Robert Farley,"['health', 'care', 'bill', ""we're"", 'offering', 'insurance', 'dogs']",Glenn Beck,pants-fire
18960,Louis Jacobson,"['people', 'air', 'space', 'museum', 'rally', 'health', 'care', 'bills']",Bob Beckel,half-true
18961,Louis Jacobson,"['health', 'care', 'bills', 'mandated', 'spending', ""can't"", 'cut', 'regardless', 'budget', 'circumstances']",Rush Limbaugh,half-true
18962,Angie Drobnic,"['house', 'representatives', 'prochoice', 'majority']",Loretta Sanchez,true
18963,Robert Farley,"['barack', 'obama', 'even', 'use', 'term', 'war', 'terrorism']",Sean Hannity,true
18964,Catharine Richert,"['guantanamo', 'bay', 'detainees', 'get', 'h1n1', 'vaccine']",Sean Hannity,true
18965,Aaron Sharockman,"['claims', 'obama', 'said', 'oppose', 'our', 'policies', 'shut', 'go', 'away']",C.W. Bill Young,false
18966,Aaron Sharockman,"['signed', 'largest', 'single', 'tax', 'cut', 'history', 'florida', '$', '25', 'billion', 'tax', 'cut', 'five', 'years', 'directed', 'property', 'tax', 'cuts']",Charlie Crist,false
18967,Louis Jacobson,"['president', 'obama', 'campaigned', 'promise', 'put', 'reproductive', 'health', 'care', 'center', 'reform', 'plan']",Planned Parenthood,true
18968,Catharine Richert,"['mitt', 'romney', '...', 'gave', 'government', 'health', 'care', 'bankrupting', 'state', 'massachusetts']",Glenn Beck,false
18969,Louis Jacobson,"['amendment', 'house', 'health', 'reform', 'bill', 'puts', 'new', 'restrictions', ""women's"", 'access', 'abortion', 'coverage', 'private', 'health', 'insurance', 'market', 'even', 'would', 'pay', 'premiums', 'money']",Nita Lowey,false
18970,Catharine Richert,"['women', 'pay', '48', 'percent', 'health', 'insurance']",Louise Slaughter,barely-true
18971,Robert Farley,"['history', 'tells', 'us', 'job', 'growth', 'always', 'lags', 'behind', 'economic', 'growth']",Barack Obama,true
18972,Angie Drobnic,"['house', 'health', 'care', 'bill', 'pays', 'six', 'years', 'program', 'decade', 'revenue', 'heaviest', 'costs', 'concentrated', 'second', 'five', 'years']",Wall Street Journal editorial page,half-true
18973,Robert Farley,"['result', 'house', 'republican', 'bill', 'nonpartisan', 'congressional', 'budget', 'office', 'confirms', 'families', 'see', 'health', 'care', 'premiums', 'reduced', '10', 'percent']",Mike Pence,half-true
18974,Robert Farley,"['republicans', 'alternative', 'health', 'care', 'plan', 'still', 'let', 'insurers', 'raise', 'premiums', 'four', 'times', 'faster', 'wages']",Americans United for Change,false
18975,Aaron Sharockman,"['endorse', 'federal', 'stimulus', 'bill']",Charlie Crist,pants-fire
18976,Robert Farley,"['gop', 'health', 'care', 'plan', 'would', 'allow', 'health', 'insurance', 'companies', 'continue', 'engaging', 'unfair', 'discriminatory', 'practices', 'like', 'denying', 'coverage', 'people', 'pre-existing', 'medical', 'condition']",Debbie Wasserman Schultz,mostly-true
18977,Angie Drobnic,"['health', 'care', 'reform', 'establishes', 'new', 'board', 'federal', 'bureaucrats', 'health', 'benefits', 'advisory', 'committee', 'dictate', 'health', 'plans', 'individuals', 'must', 'purchase']",House Republican Conference,false
18978,Angie Drobnic,"['health', 'care', 'reform', 'requires', 'use', 'federal', 'dollars', 'fund', 'abortions', 'government-run', 'health', 'plan']",House Republican Conference,half-true
18979,Angie Drobnic,"['research', 'shows', 'employer', 'mandate', 'house', 'health', 'reform', 'bill', 'would', 'place', 'millions', 'substantial', 'risk', 'unemployment', '—', 'minority', 'workers', 'losing', 'jobs', 'twice', 'rate', 'white', 'counterparts']",House Republican Conference,half-true
18980,Robert Farley,"['3.5', 'percent', 'increase', 'third', 'quarter', 'gdp', 'came', 'two', 'things', '—', 'government', 'spending', 'cash', 'clunkers', '—', 'moved', 'fourth-quarter', 'auto', 'sales', 'third', 'quarter', '—', 'first-time', 'home', 'buyer', 'thing']",Rush Limbaugh,half-true
18981,Catharine Richert,"['page', '92', 'house', 'health', 'care', 'bill', 'says', 'specifically', 'people', ""can't"", 'purchase', 'private', 'health', 'insurance', 'date', 'certain']",Michele Bachmann,pants-fire
18982,Louis Jacobson,"['three', 'presidents', 'last', 'century', '—', 'harding', 'kennedy', 'reagan', '—', 'cut', 'taxes', 'recessions', 'produced', 'rapid', 'dramatic', 'economic', 'recoveries', 'two', 'herbert', 'hoover', 'barack', 'obama', 'opposite']",Tom McClintock,false
18983,Catharine Richert,"['sen', 'joe', ""lieberman's"", 'home', 'state', 'public', 'option', 'covers', '10,000', 'citizens', 'introduced', 'republican', 'governor']",Keith Olbermann,mostly-true
18984,Louis Jacobson,"['majority', 'support', 'democrats', 'health', 'care', 'plans']",Valerie Jarrett,barely-true
18985,Ian Jannetta,"['must', 'list', 'guns', '2010', 'tax', 'return']",Chain email,pants-fire
18986,Angie Drobnic,"['one-third', 'health', 'care', 'dollar', 'goes', 'thing', 'health', 'care', 'goes', 'insurance', 'companies']",Patrick Kennedy,false
18987,Robert Farley,"['comes', 'aid', 'united', 'states', 'still', 'half', 'european', 'countries', 'give', 'percentage']",Bono,half-true
18988,Louis Jacobson,"['democrats', 'health', 'care', 'bill', 'gives', 'new', 'health', 'choices', 'commissioner', 'right', 'look', ""individual's"", 'tax', 'return', 'determine', 'medical', 'benefits', 'subsidies', 'person', 'qualifies']",Concerned Women for America,half-true
18989,Angie Drobnic,"['president', 'must', 'obtain', 'congress', 'consent', 'formally', 'accepting', 'nobel', 'prize']",Ginny Brown-Waite,barely-true
18990,Catharine Richert,"['new', 'federal', 'program', 'provides', 'subsidized', 'obama', 'phones', '70', 'free', 'minutes', 'cell', 'phone', 'service', 'every', 'month']",Chain email,barely-true
18991,Angie Drobnic,"['forcing', 'americans', 'current', 'health', 'coverage', 'onto', 'government-run', 'plan', 'answer', ""that's"", 'exactly', 'democrats', 'plan', 'would']",John Boehner,false
18992,Louis Jacobson,"['white', 'house', 'communications', 'director', 'anita', 'dunn', 'said', 'mao', 'tse-tung', 'one', 'favorite', 'philosophers', 'fox', 'news', 'picked']",Bill O'Reilly,false
18993,Catharine Richert,"['last', 'decade', 'climate', 'cooling']",Mary Matalin,false
18994,Angie Drobnic,"['president', 'bush', 'never', 'one', 'interview', 'new', 'york', 'times', 'entire', 'presidency']",Rachel Maddow,false
18995,Louis Jacobson,"['barack', 'obama', 'wrote', 'thesis', 'columbia', 'university', 'he', 'criticized', 'plutocratic', 'thugs', 'said', 'constitution', 'gave', 'americans', 'shackles', 'hypocrisy']",Bloggers,pants-fire
18996,Angie Drobnic,"['fairly', 'limited', 'number', 'people', '25', 'million', '30', 'million', 'allowed', 'access', 'national', 'health', 'insurance', 'exchange']",Claire McCaskill,true
18997,Janet Zink,"['florida', 'slashed', 'government', '10', 'percent', ""that's"", '$', '7', 'billion']",Charlie Crist,barely-true
18998,Robert Farley,"['request', 'increase', 'troops', 'sat', 'desks', 'white', 'house', 'presidency', 'george', 'w', 'bush', 'including', 'vice', ""president's"", 'eight', 'months', 'resource', 'request', 'filled', 'president', 'obama', 'march']",Robert Gibbs,true
18999,Louis Jacobson,"['obama', 'administration', 'notified', 'poland', 'czech', 'republic', 'cancellation', 'major', 'missile-defense', 'facilities', 'last', 'minute', 'midnight', 'phone', 'calls']",Dick Cheney,true
19000,Catharine Richert,"['usually', '$', '900', 'month', 'get', 'health', 'coverage', ""florida's"", 'program', 'reduced', 'average', '$', '150', 'month']",Charlie Crist,false
19001,Louis Jacobson,"['massive', 'federal', 'computer', 'network', 'make', 'medical', 'records', 'available', 'millions', 'people', 'complete', 'lack', 'privacy', 'confidentiality', 'doctors', 'hospitals', 'take', 'part', 'face', 'stiff', 'penalties']",Senior Citizens League,barely-true
19002,Robert Farley,"['husbands', 'rarely', 'beat', 'wives', 'single', 'women', 'get', 'beaten']",Ann Coulter,half-true
19003,Catharine Richert,"['democrats', 'rang', '$', '1.42', 'trillion', 'budget', 'deficit', '2009', '—', 'single', 'largest', 'american', 'history']",The Freedom Project,half-true
19004,Angie Drobnic,"['proposed', 'excise', 'tax', 'cadillac', 'health', 'plans', 'hit', 'making', 'less', '$', '200,000', 'hardest']",Sarah Palin,mostly-true
19005,Angie Drobnic,"['health', 'proposal', 'would', 'create', '40', '%', 'tax', 'health', 'care', 'benefits', 'middle-class', 'workers']",Health Care for America Now,barely-true
19006,Louis Jacobson,"['if', 'president', 'obama', 'signs', 'copenhagen', 'climate', 'change', 'treaty', 'he', 'sign', 'freedom', 'democracy', 'prosperity', 'away', 'forever', '—', 'neither', 'subsequent', 'government', 'may', 'elect', 'would', 'power', 'whatsoever', 'take', 'back']",Christopher Monckton,pants-fire
19007,Louis Jacobson,"['baucus', 'health', 'care', 'bill', 'could', 'used', 'ban', 'guns', 'home', 'self-defense']",Gun Owners of America,false
19008,Robert Farley,"['first', 'installment', 'health', 'care', 'reform', '...', 'raise', 'deficit', '$', '250', 'billion']",John Cornyn,half-true
19009,Catharine Richert,"['u', 'taxpayers', 'paid', '$', '71,500', 'per', 'job', 'created', 'stimulus', 'bill']",Lou Dobbs,mostly-true
19010,Angie Drobnic,"['senate', 'finance', 'committee', 'approved', 'reform', 'proposal', 'democratic', 'republican', 'support']",Barack Obama,barely-true
19011,Ian Jannetta,"['20', 'percent', 'americans', 'admit', 'republicans', 'anymore']",Democratic National Committee,mostly-true
19012,Louis Jacobson,"['seniors', 'coverage', 'medicare', 'advantage', 'give', 'share', 'health', 'care', 'reform']",America's Health Insurance Plans,half-true
19013,Angie Drobnic,"['baucus', 'health', 'care', 'bill', 'would', 'drastically', 'restrict', 'use', 'flexible', 'spending', 'accounts', 'fsas', 'order', 'help', 'pay', 'health', 'care', 'reform']",Save Flexible Spending Plans,half-true
19014,Louis Jacobson,"['forty-five', 'percent', 'doctors', 'say', ""they'll"", 'quit', 'if', 'health', 'care', 'reform', 'passes']",Glenn Beck,false
19015,Robert Farley,"['iowa', 'policy', 'provides', 'state', 'round', 'iowa', 'citizens', 'might', 'exposed', 'swine', 'flu', 'virus']",Chain email,false
19016,Catharine Richert,"['obama', 'white', 'house', 'renaming', 'christmas', 'trees', 'holiday', 'trees']",Chain email,pants-fire
19017,Robert Farley,"['know', 'if', 'h1n1', 'vaccine', 'gonna', 'cause', 'neurological', 'damage', 'like', '1970s']",Glenn Beck,barely-true
19018,Angie Drobnic,"['report', 'health', 'insurance', 'industry', 'ignores', 'key', 'policies', 'part', 'senate', 'finance', 'committee', 'bill']",Nancy-Ann DeParle,true
19019,Louis Jacobson,"['baseball', 'insurance', 'industries', 'exempt', 'antitrust', 'laws']",Americans United for Change,false
19020,Catharine Richert,"['western', 'countries', 'ended', 'ask', 'tell', 'policies']",Carl Levin,true
19021,Robert Farley,"['hate', 'crimes', 'bill', 'pastor', 'preacher', 'priest', 'rabbi', 'imam', 'gives', 'sermon', 'moral', 'traditions', 'sexual', 'practices', 'could', 'found', 'guilty', 'federal', 'crime']",John Kline,false
19022,Louis Jacobson,"['baucus', 'health', 'care', 'bill', 'would', 'require', 'taxes', 'medical', 'devices', 'x-ray', 'machines', 'female', 'condoms', 'hiv', 'tests', 'surgical', 'needles']",Bloggers,mostly-true
19023,Catharine Richert,"['750,000', 'people', 'die', 'china', 'year', 'auto', 'emissions']",Nancy Pelosi,barely-true
19024,Robert Farley,"['reagan', 'administration', 'millions', 'people', 'thrown', 'work']",Michael Moore,barely-true
19025,Robert Farley,"['reagan', 'era', 'productivity', 'increased', 'wages', 'working', 'people', 'remained', 'frozen']",Michael Moore,mostly-true
19026,Louis Jacobson,"['health', 'care', 'premiums', 'consumers', 'doubled', 'since', '2001']",Jay Rockefeller,true
19027,Louis Jacobson,"['insurance', 'companies', 'seen', 'profits', 'soar', '400', 'percent', 'since', '2001']",Jay Rockefeller,half-true
19028,Catharine Richert,"['scientific', 'evidence', 'co2', 'pollutant', 'higher', 'co2', 'concentrations', 'actually', 'help', 'ecosystems', 'support', 'plant', 'animal', 'life']",PlantsNeedCO2.org,false
19029,Louis Jacobson,"['forty', 'percent', 'gross', 'domestic', 'product', 'state', 'local', 'federal', 'money']",Cokie Roberts,mostly-true
19030,Robert Farley,"['reagan', 'era', 'richest', 'americans', 'top', 'income', 'tax', 'rate', 'cut', 'half']",Michael Moore,mostly-true
19031,Catharine Richert,"['cap-and-trade', 'bill', 'mean', '2', 'million', 'jobs', 'lost']",EnergyCitizens.org,barely-true
19032,Aaron Sharockman,"[""there's"", 'evidence', 'anywhere', 'offshore', 'drilling', 'hurt', 'tourism', 'area', 'allowed']",Barney Bishop,false
19033,Aaron Sharockman,"['truth', 'oil', 'would', 'drilled', 'could', 'sent', 'country', 'world', 'reducing', 'our', 'use', 'foreign', 'oil', 'one', 'single', 'drop']",Bill Nelson,half-true
19034,Louis Jacobson,"['talk', 'socialism', 'campaign', 'made', 'young', 'people', 'interested', 'election', 'day']",Michael Moore,false
19035,Robert Farley,"['1950s', 'lot', 'people', 'got', 'rich', '—', 'pay', 'top', 'tax', 'rate', '90', 'percent']",Michael Moore,mostly-true
19036,Robert Farley,"['majority', 'actually', 'want', 'single-payer', 'health', 'care']",Michael Moore,false
19037,Angie Drobnic,"['fahrenheit', '9/11', 'came', ""bush's"", 'approval', 'rating', 'never', 'better', 'got', 'worse']",Michael Moore,barely-true
19038,Louis Jacobson,"['richest', '1', 'percent', 'financial', 'wealth', 'bottom', '95', 'percent', 'combined']",Michael Moore,mostly-true
19039,Catharine Richert,"['gas', 'reach', '$', '4', 'gallon', 'cap-and-trade', 'plan']",EnergyCitizens.org,barely-true
19040,Angie Drobnic,"['medicare', 'officials', 'treated', 'humana', 'aarp', 'inconsistently', 'communicate', 'seniors']",House Republican Conference,false
19041,Robert Farley,"['white', 'house', 'political', 'director', 'patrick', 'gaspard', 'served', 'right-hand', 'man', 'bertha', 'lewis', 'heads', 'acorn']",Steve Doocy,false
19042,Angie Drobnic,"['aarp', 'largest', 'reseller', 'insurance', 'country', 'vested', 'interest', 'seeing', 'market', 'reselling', 'supplemental', 'insurance', 'expands']",Ginny Brown-Waite,half-true
19043,Louis Jacobson,"['health', 'care', 'mandate', 'require', 'imprisonment', 'fines', 'americans', 'afford', 'purchase', 'insurance', 'pay', 'hefty', 'government', 'penalties']",Patients First,barely-true
19044,Ian Jannetta,"['defense', 'department', 'received', 'one-half', '1', 'percent', 'nearly', 'trillion-dollar', 'stimulus', 'package', 'funding']",Sarah Palin,mostly-true
19045,Robert Farley,"['first', 'time', 'history', 'democratic', 'congress', 'allow', 'increase', 'social', 'security', 'cola', 'cost', 'living', 'adjustment']",Chain email,pants-fire
19046,Angie Drobnic,"['barack', 'obama', 'democrats', 'proposed', 'tax', 'health', 'insurance']",Republican National Committee,true
19047,Catharine Richert,"['house', 'republicans', 'pledged', 'introduce', 'bill', 'reform', 'america', 'health', 'care', 'system', 'party', '. . .', 'failed', 'produce', 'legislation']",Steny Hoyer,half-true
19048,Robert Farley,"['now-viral', 'video', 'impressionable', 'youngsters', 'public', 'school', 'new', 'jersey', '...', 'instructed', 'sing', 'praises', 'barack', 'hussein', 'obama']",Michael Steele,true
19049,Angie Drobnic,"['goldman', 'sachs', 'barack', ""obama's"", '1', 'private', 'contributor']",Michael Moore,true
19050,Louis Jacobson,"['obama', 'administration', 'cutting', 'back', 'defense']",Sean Hannity,half-true
19051,Louis Jacobson,"['whether', 'governor', 'massachusetts', 'able', 'appoint', 'interim', 'u', 'senator']",Massachusetts legislature,full-flop
19052,Catharine Richert,"['cap-and-trade', 'plan']",Tim Pawlenty,full-flop
19053,Angie Drobnic,"['medicare', 'good', 'if', 'better', 'keeping', 'people', 'healthy', 'medicare', 'advantage']",Barack Obama,half-true
19054,Robert Farley,"['our', 'national', 'security', 'agency', 'says', ""iran's"", 'nuclear', 'ambitions', 'advancing', 'time', '...', 'we', 'slashing', 'our', 'nuclear', 'arsenal']",Sean Hannity,mostly-true
19055,Angie Drobnic,"['fdr', 'called', 'socialist', 'communist']",Barack Obama,true
