,author,statement,source,target
2664,Jill Terreri,"Gov. Andrew Cuomo “was simply saying if we can share 20 percent of your excess, your non-used ventilators, to help people in other parts of the state on a voluntary basis, that would be great. Of course, there was a reaction to that, which was not positive.""",Kathy Hochul,pants-fire
2665,Jon Greenberg,“Everyone is only dying of coronavirus now.”,Candace Owens,false
2666,Jessica Calefati,"""The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China.""",Rick Santorum,barely-true
2667,Ciara O'Rourke,"“Church services can’t resume until we’re all vaccinated, says Bill Gates.”",Bloggers,false
2668,Anna Peterson,"Say televangelist Pat Robertson said some young people “are doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladies’ private parts and that’s where I think the (corona)virus came from.”",Tweets,pants-fire
2669,Amy Sherman,"""It is the decision of the President,"" not governors, to ""open up the states.""",Donald Trump,false
2670,Tom Kertscher,"Says CEOs got advance notice of COVID, then resigned to dump stock.",Facebook posts,false
2671,Bill McCarthy,Says video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.,Facebook posts,false
2672,Ciara O'Rourke,“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,Facebook posts,false
2673,Miriam Valverde,"""45 nations had already moved” to enforce travel restrictions with China “before the president moved.”",Joe Biden,half-true
2674,Louis Jacobson,"Says of COVID-19 that Dr. Anthony Fauci ""was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.""",DeAnna Lorraine,barely-true
2675,Samantha Putterman,Suggests Trump urged sick people to get out and vote during COVID-19 pandemic,Tweets,false
2676,Shefali Luthra,"“It has been estimated that only 12% of workers in businesses that are likely to stay open during this crisis are receiving paid sick leave benefits as a result of the second coronavirus relief package.""",Bernie Sanders,mostly-true
2677,Tom Kertscher,“Same little boy died of COVID-19 in three different countries. Still don’t believe the media is #fakenews?”,Facebook posts,pants-fire
2678,Ciara O'Rourke,“‘Private’ messages sent to individual people during a Zoom meeting show up in the end-of-meeting transcript along with all other public messages.”,Viral image,half-true
2679,Ciara O'Rourke,Says a photo shows South Carolina after stay-at-home orders were announced.,Facebook posts,false
2680,Haley BeMiller,Says Robin Vos wore protective gear that “election workers he forced to work … do not have.”,Facebook posts,barely-true
2681,Samantha Putterman,"""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25.""",Ron DeSantis,pants-fire
2682,Eric Litke,Says fluid milk production limitations mean grocery stores are short on milk even as farmers are dumping it,Facebook posts,half-true
2683,Louis Jacobson,"With voting by mail, “you get thousands and thousands of people sitting in somebody's living room, signing ballots all over the place.”",Donald Trump,false
2684,Daniel Funke,"Says Donald Trump ""himself has a financial stake in the French company that makes the brand-name version of hydroxychloroquine.”",Facebook posts,half-true
2685,Emily Venezky,"“The CDC issued its first warning on Jan 8. Trump held campaign rallies on Jan 9, Jan 14, Jan 28, Jan 30, Feb 10, Feb 19, Feb 20, Feb 21, & Feb 28. He golfed on Jan 18, Jan 19, Feb 1, Feb 15, Mar 7, Mar 8. The first time he admitted the coronavirus might be a problem was Mar 13.”",Facebook posts,half-true
2686,Tom Kertscher,Says a pandemic occurs exactly every 100 years.,Facebook posts,false
2687,Samantha Putterman,"Says “Bill Gates and other globalists, in collaboration with pharmaceutical companies, are reportedly working to push tracking bracelets and ‘invisible tattoos’ to monitor Americans during an impending lockdown.”",Instagram posts,barely-true
2688,Eric Litke,“Conservative Supreme Court Justices vote remotely to deny Wisconsin voters their right to vote remotely.”,Facebook posts,half-true
2689,Madlin Mekelburg,"Says a powder has been developed that, when mixed with water, “is being used in Germany as a mist. Health care workers go through a misting tent going into the hospital and it kills the coronavirus completely dead not only right then, but any time in the next 14 days that the virus touches anything that’s been sprayed, it is killed.”",Louie Gohmert,pants-fire
2690,Daniel Funke,"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",Tweets,false
2691,Patrick Orsagos,"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”",Instagram posts,barely-true
2692,Ciara O'Rourke,People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.,Viral image,false
2693,Eric Litke,"Wisconsin is “run by Democrats right now,” so they should address election social distancing concerns.",Donald Trump,barely-true
2694,Ciara O'Rourke,"“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”",Facebook posts,false
2695,Samantha Putterman,Says cutting out sugar and drinking hot lemon water will cure cancer.,Facebook posts,false
2696,Ciara O'Rourke,"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order.",Viral image,mostly-true
2697,Paul Specht,"“North Carolina & Virginia State line is closed. Nothing in or out.""",Facebook posts,pants-fire
2698,Ciara O'Rourke,Says this poem about people staying home was written by Kathleen O’Mara in 1869.,Facebook posts,false
2699,Eric Litke,"“As soon as I endorsed (Supreme Court Justice Daniel Kelly), the Wisconsin Democrats said, let’s move the election to two months later.”",Donald Trump,pants-fire
2700,Miriam Valverde,"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",John Bel Edwards,true
2701,Tom Kertscher,"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",Facebook posts,half-true
2702,Ciara O'Rourke,“59 people die as pastor gives them dettol to drink in church to prevent coronavirus.”,Viral image,false
2703,Amy Sherman,The Obama administration left Trump with a “stockpile with a cupboard that was bare.”,Donald Trump,barely-true
2704,Madison Czopek,"“If you’ve let somebody claim your kids for income tax purposes, you will not receive a stimulus check. The person who claimed your kids is gonna get it.”",Viral image,half-true
2705,Ciara O'Rourke,Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,Viral image,false
2706,Ciara O'Rourke,Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,Facebook posts,false
2707,Ciara O'Rourke,Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,Viral image,pants-fire
2708,Bill McCarthy,“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,Charlie Kirk,barely-true
2709,Samantha Putterman,Photo shows a crowded New York City subway train during stay-at-home order.,Viral image,true
2710,Eric Litke,Says a ballot can be emailed to Wisconsin voters even a day before the election.,Ben Wikler,false
2711,Paul Specht,“Pelosi tried to block voter ID/absentee ballot protections.”,David Lewis,half-true
2712,Daniel Funke,"Says celebrities are calling for a ""'total Hollywood strike' until Trump resigns.""",Bloggers,false
2713,Eric Litke,Says Joe Biden stuck a gun in an elderly woman’s mouth at a Wisconsin rally,Facebook posts,pants-fire
2714,Amy Sherman,"“Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.”",Donald Trump,pants-fire
2715,Ciara O'Rourke,“Rivers in Oklahoma are full of catfish carrying the virus.”,Viral image,false
2716,Daniel Funke,Says the NBA is asking Donald Trump to “resign or we’ll never play again.”,Bloggers,pants-fire
2717,Tom Kertscher,"“Unemployment now pays $24/hour, even if your wages were lower. Why don’t ‘essential’ people forced to still work get $24, too?”",Facebook posts,half-true
2718,Jon Greenberg,"Says fired inspector general Michael Atkinson brought a “terrible, inaccurate whistleblower report” to Congress.",Donald Trump,pants-fire
2719,Samantha Putterman,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,Facebook posts,false
2720,Jessica Calefati,"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”",Facebook posts,pants-fire
2721,Eric Litke,"Says Deputy Comptroller Aycha Sawa ""blocked an audit"" of the Milwaukee lead program for three years that ""put our children in danger"" and spurred a criminal investigation.",Leaders for a Better Community,pants-fire
2722,Ciara O'Rourke,“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,Bloggers,false
2723,Daniel Funke,Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,Facebook posts,barely-true
2724,Tom Kertscher,"Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus, so let your fever run high,” but not over 103 or 104 degrees.",Facebook posts,barely-true
2725,Tom Kertscher,Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,Facebook posts,false
2726,Jon Greenberg,"“There was no effort” to get American experts into China after it announced the coronavirus, and “we had one person in-country (and Trump) pulled him out of the country.”",Joe Biden,barely-true
